MT-CO1	COX1
CYB5B	CYB5
RDH11	ENV9
UBQLNL	DSK2
RP4-614O4.11	TIF6
SDR42E2	ERG26
YWHAG	BMH1
YWHAG	BMH2
MAK	IME2
SFT2D3	SFT2
CPA2	ECM14
IMPACT	YIH1
CYTH2	SEC7
TXNRD2	GLR1
GPX6	HYR1
GPX6	GPX1
SLC25A31	PET9
SLC25A31	AAC3
SLC25A31	AAC1
PDIA5	MPD1
PPIL6	CPR2
PPIL6	CPR5
DDX5	DBP2
TAOK3	KIC1
IDO2	BNA2
CPT2	YAT1
CTD-2132N18.3	YPT53
CTD-2132N18.3	VPS21
SIRT4	HST2
STAM	HSE1
RPL26	RPL26B
RPL26	RPL26A
JADE3	NTO1
KAT2A	GCN5
SYNJ2	INP53
SYNJ2	INP51
SYNJ2	INP52
DYRK4	YAK1
RAB7B	YPT7
PPP4C	PPH21
PPP4C	PPH22
ANKRD31	HOS4
IMPDH2	IMD2
EIF2AK4	GCN2
KIF13B	KIP1
KIF13B	CIN8
VAC14	VAC14
POLR2J2	RPB11
UBE2U	UBC11
HIST1H2BI	HTB1
SEC14L5	SEC14
GGA3	GGA2
GGA3	GGA1
DNAJB12	HLJ1
MCM4	MCM4
TESC	CNB1
DCAKD	CAB5
NAALADL2	VPS70
ELP3	ELP3
HSPA13	SSB1
RAB22A	YPT53
RAB22A	VPS21
BECN1	VPS30
RPL31	RPL31A
RPL31	RPL31B
KARS	KRS1
PSMB9	PRE3
PARL	PCP1
STRAP	TIF34
SKP1	SKP1
TCP11L1	SOK1
DDX39A	SUB2
STK32C	YPK3
STK32C	DBF20
STK32C	RIM15
STK32C	DBF2
TIMM22	TIM22
SIN3A	SIN3
RAB44	SEC4
ATP6V1G2-DDX39B	VMA10
PUF60	PAB1
UBR2	UBR2
UBR2	UBR1
GMPPB	PSA1
FIP1L1	FIP1
HIST1H4B	HHF1
HIST1H4B	HHF2
GYG2	GLG1
GYG2	GLG2
RHOJ	CDC42
IMP4	IMP4
FOXF2	FKH2
FOXF2	FKH1
FOXF2	FHL1
DNAJB9	MDJ1
LIG4	DNL4
UBE2N	UBC13
CNN1	SCP1
RFX8	RFX1
LPIN1	PAH1
UBE2D1	UBC4
SLC9A3	NHX1
TRMT10A	TRM10
CLCN3	GEF1
PDHA1	PDA1
VPS35	VPS35
SCYL3	CEX1
NCL	NSR1
PPP2R5E	RTS1
CTD-2369P2.10	YAH1
GNPNAT1	GNA1
ERP44	PDI1
ERP44	EUG1
CPT1B	CAT2
RPS20	RPS20
USP42	UBP8
STAG3	IRR1
SMARCC2	SWI3
PRKCI	PKC1
TRIP12	UFD4
PRKAG1	SNF4
RALGPS2	CDC25
CALML5	CMD1
AASS	LYS9
UGP2	UGP1
PPP1R7	SDS22
GINS1	PSF1
RPS5	RPS5
USP8	UBP5
USP8	DOA4
TUBG2	TUB4
EIF1AY	TIF11
FDXACB1	MSF1
FMO2	FMO1
OTUD6B	OTU2
SRXN1	SRX1
CTDSP2	PSR1
CTDSP2	PSR2
KDSR	LYS2
RAB30	YPT31
RAB30	YPT32
RP11-286N22.8	SDH5
TBL3	UTP13
CAMK2B	CMK1
CAMK2B	CMK2
VPS13B	VPS13
CCT6A	CCT6
GORASP2	GRH1
RAB14	YPT31
RAB14	YPT32
RSL24D1	RLP24
RAB40A	SEC4
GPX5	HYR1
GPX5	GPX1
KMT2B	SET1
HSD17B8	SPS19
CTPS2	URA8
KDM5C	JHD2
ADIPOR2	IZH2
ADIPOR2	IZH1
ATP12A	PMR1
DAB2IP	BUD2
ORMDL2	ORM1
ORMDL2	ORM2
TARBP1	TRM3
PDIA6	MPD1
TUBA4A	TUB3
ADSSL1	ADE12
DDX21	DBP2
FAHD2B	FMP41
HSP90AB1	HSC82
ABHD11	IMO32
ZDHHC20	PFA3
POLE3	HAP3
NSD1	SET2
SDR16C5	TDA5
SOAT2	ARE2
SOAT2	ARE1
ATP8B1	DNF2
RIOK2	RIO2
TAF1	TAF1
HSD17B4	FOX2
MEIS3	CUP9
MEIS3	TOS8
BAZ1A	GCN5
ASS1	ARG1
BACE1	PEP4
NCAPD2	YCS4
CPT1A	CAT2
ACSS3	ACS1
ACSS3	ACS2
NAP1L6	NAP1
TOMM40	TOM40
ALDH5A1	UGA2
EEF1G	CAM1
EEF1G	TEF4
CNIH4	ERV14
CNIH4	ERV15
RPL17	RPL17A
SLC27A5	FAT1
PTCHD3	NCR1
ASF1B	ASF1
HERC2	HUL4
N6AMT1	MTQ2
HNRNPA1	HRP1
MDN1	MDN1
DUT	DUT1
REN	PEP4
STRN	COP1
PGA5	PEP4
THOP1	PRD1
ATG3	ATG3
TSSK6	KIN4
TSSK6	FRK1
DPYSL5	DAL1
PIGZ	SMP3
UBE2W	UBC4
PHB	PHB1
TGS1	TGS1
MYO16	MYO5
MYO16	MYO3
NSUN5	RCM1
CSNK1D	HRR25
MAP3K3	BCK1
MAP3K3	STE11
RBM7	HSH49
GLRX	GRX1
GLRX	GRX2
POLR3F	RPC34
SGK3	YPK1
SGK3	YPK2
SGK3	SCH9
KIF9	KIP2
TMED9	ERP1
TMED9	ERP6
TMED9	ERP5
ARHGAP26	BEM2
WASL	LAS17
IMMP2L	IMP2
POLR1B	RPA135
CLPX	MCX1
EIF4G1	TIF4632
EIF4G1	TIF4631
KIF11	KIP1
KIF11	CIN8
TYW3	TYW3
ABCC3	YCF1
SLC36A2	AVT4
SLC36A2	AVT3
CTD-2410N18.5	SKP1
RPL23	RPL23A
RPL23	RPL23B
PLK4	IPL1
PKNOX1	CUP9
PKNOX1	TOS8
RPS29	RPS29A
AGAP6	AGE2
PGM2L1	PRM15
SEPT2	CDC10
ACTC1	ACT1
ZDHHC21	PFA3
RAB27B	YPT1
RIDA	MMF1
RIDA	HMF1
DCLK1	DUN1
PYGM	GPH1
RBX1	HRT1
FAM96A	CIA2
ETFA	AIM45
RAB5C	YPT53
RAB5C	VPS21
PASK	PSK1
PASK	PSK2
EHD3	EDE1
RP13-1032I1.10	DIC1
WDR26	GID7
SLC25A26	PET8
FARSA	FRS2
DDX19A	DBP5
ENO4	ERR2
ENO4	ERR1
ALDH2	ALD4
THG1L	THG1
FKBP14	FPR2
DCUN1D3	DCN1
DDX28	RRP3
HFM1	HFM1
DNAJC18	HLJ1
SRGAP2	RGA1
SRGAP2	RGA2
SEC24A	SFB2
SEC24A	SEC24
MYH4	MYO1
RGPD2	YRB1
TBC1D10B	MSB3
TBC1D10B	MSB4
FDXR	ARH1
GNA14	GPA2
CHN1	BEM2
AK8	ADK1
SUPT4H1	SPT4
SLC36A1	AVT4
SLC36A1	AVT3
AADAT	ARO9
AADAT	ARO8
CDC20	CDC20
GLUL	GLN1
ACTA1	ACT1
TMEM87A	PTM1
TMX3	PDI1
TMX3	EUG1
ATP13A4	YPK9
RNF40	BRE1
ATP6V0A4	STV1
ATP6V0A4	VPH1
CLCNKA	GEF1
MYH1	MYO1
YOD1	OTU1
UBL5	HUB1
PFKFB2	FBP26
USP17L3	UBP8
ALDH1L1	ALD4
MCM7	MCM4
IDH3B	IDH1
DNAJB4	SIS1
RAB27A	YPT1
RPS18	RPS18B
RPS18	RPS18A
ARPC3	ARC18
PFKP	PFK2
PFKP	PFK1
TFB1M	DIM1
HIST2H4B	HHF1
HIST2H4B	HHF2
PABPC1L	PAB1
SYNJ1	INP53
SYNJ1	INP51
SYNJ1	INP52
PIM3	PSK1
PIM3	PSK2
STK11	TOS3
STK11	SAK1
HARS2	HTS1
SLC25A10	DIC1
CPA4	ECM14
C7orf55-LUC7L2	LUC7
NUP155	NUP170
NUP155	NUP157
PRDX5	AHP1
DHRS12	ENV9
CDC25C	MIH1
DUS2	SMM1
HIST1H4I	HHF1
HIST1H4I	HHF2
CHMP6	VPS20
DBT	LAT1
RPA4	RFA2
TANGO6	RTP1
EDF1	MBF1
VPS33B	VPS33
TOP1MT	TOP1
ATP8B2	DNF2
MCM5	MCM5
SFXN4	FSF1
UCK2	URK1
EIF2S1	SUI2
RHOT2	GEM1
SGK1	YPK1
SGK1	YPK2
SGK1	SCH9
MAPRE3	BIM1
GLIPR2	PRY2
GLIPR2	PRY1
GLIPR2	PRY3
MTAP	MEU1
PDK1	PKP1
SLC36A3	AVT4
SLC36A3	AVT3
MARCH2	SSM4
GANC	ROT2
TOM1L2	GGA2
TOM1L2	GGA1
SLC25A25	LEU5
DAPK1	MEK1
AURKA	IPL1
PCBP2	PBP2
DPH1	DPH1
ATP2C2	PMR1
ARHGAP6	LRG1
STK16	ENV7
YPEL5	MOH1
RHOC	RHO1
DOLK	SEC59
TOP2A	TOP2
GK5	GUT1
ARHGAP19-SLIT1	LRG1
SLC20A1	PHO89
UBQLN1	DSK2
SDHAF2	SDH5
PPP2R2A	CDC55
CFTR	YCF1
RPIA	RKI1
MYO10	MYO5
MYO10	MYO3
NMT1	NMT1
RFX1	RFX1
HIST1H2BO	HTB2
DICER1	MPH1
RAD51	RAD51
TAGLN2	SCP1
MX2	VPS1
MX2	DNM1
HIST1H2BG	HTB1
SLC26A11	SUL1
SLC26A11	SUL2
MYO15A	MYO2
PFKL	PFK2
PFKL	PFK1
CCDC94	YJU2
HSD3B1	ERG26
RPL21	RPL21B
RPL21	RPL21A
EIF2AK2	GCN2
SLC38A11	AVT2
RPL39	RPL39
CLCN4	GEF1
HIP1R	SLA2
SMC1B	SMC1
HIST2H3PS2	HHT1
HIST2H3PS2	HHT2
MLLT6	NTO1
CHP1	CNB1
MYH13	MYO1
LCLAT1	CST26
TCEANC	DST1
SLC35B1	HUT1
AP3B2	APL6
RFX3	RFX1
H2BFM	HTB2
FOXO4	HCM1
TRMT11	TRM11
TMED5	EMP24
ZDHHC12	AKR1
ZDHHC12	AKR2
ARFRP1	ARL3
TRIAP1	MDM35
MLLT10	NTO1
GPN3	GPN3
RRP8	RRP8
UGGT1	KRE5
RP11-435I10.4	YHC3
SMC2	SMC2
ZCCHC13	GIS2
REEP5	YOP1
FKBP1C	FPR1
CPA3	ECM14
PLPP5	DPP1
HSPA5	SSB1
SLC25A2	ORT1
PHGDH	SER3
RIOK1	RIO1
USP22	UBP8
MAP3K6	BCK1
MAP3K6	STE11
SLC9A6	NHX1
FBXL2	GRR1
RP11-762I7.5	HLJ1
VTI1B	VTI1
FMO5	FMO1
ACAT1	ERG10
COX6A1	COX13
MAPK9	HOG1
VAV2	CDC24
GPD1L	GPD2
GPD1L	GPD1
EDEM1	MNL1
MCM6	MCM6
ADH6	SFA1
CPSF1	CFT1
RECQL5	SGS1
PLAA	DOA1
RCVRN	FRQ1
RRM2B	RNR2
NME7	YNK1
OSBP	OSH2
OSBP	SWH1
SRSF9	NPL3
PIAS1	NFI1
PIAS1	SIZ1
UBE2J1	UBC6
VPS53	VPS53
ATP2C1	PMR1
PPIB	CPR2
PPIB	CPR5
ELOF1	ELF1
RP11-849F2.7	RPL26B
RP11-849F2.7	RPL26A
FMO4	FMO1
KDM5D	JHD2
SPATA5L1	CDC48
WRNIP1	MGS1
SSB	LHP1
UBE2NL	UBC13
TDP1	TDP1
ANKRD54	NAS6
RANGRF	MOG1
NIFK	NOP15
RPUSD1	PUS6
POLE	POL2
IFIH1	MPH1
CTC-273B12.7	SEC7
TEAD4	TEC1
RAD50	RAD50
ATG2A	ATG2
PTCHD1	NCR1
PGA3	PEP4
ELAVL1	PAB1
MLH1	MLH1
MOB3A	MOB1
KLF12	FZF1
AKR1D1	GRE3
HIP1	SLA2
RP11-134F2.8	YDJ1
NEK6	KIN3
PGM5	PGM1
TTC37	SKI3
ALDH3B1	HFD1
RAB37	SEC4
RP11-500M8.7	YAK1
STK33	DUN1
HACE1	RSP5
NME6	YNK1
RAPGEF1	CDC25
USP4	UBP12
ERO1B	ERO1
RALB	RAS1
RALB	RAS2
ACOT8	TES1
HIST2H3C	HHT1
HIST2H3C	HHT2
PIGL	GPI12
SRPRB	SRP102
VPS26B	PEP8
RAB6B	YPT6
AURKC	IPL1
PWP1	PWP1
DOPEY1	DOP1
PPIAL4F	CPR3
PPIAL4F	CPR1
RPS23	RPS23A
RPS23	RPS23B
GMPR2	IMD2
CAMK2G	CMK1
CAMK2G	CMK2
NDC80	NDC80
ZDHHC19	ERF2
MED31	SOH1
EIF1AX	TIF11
SEPT5	CDC10
PPP4R3CP	PSY2
CNOT7	POP2
CRY1	PHR1
MAPK10	HOG1
CSNK1E	HRR25
MYL4	MLC1
SOD3	SOD1
SLC25A21	ODC1
SLC25A21	ODC2
RABGEF1	VPS9
POLR3B	RET1
SLC9A1	NHX1
DYNLL1	DYN2
RRAGA	GTR1
LSM5	LSM5
DNAJC17	CAJ1
DNAJC17	DJP1
UPF2	NMD2
GLRX2	GRX1
GLRX2	GRX2
CACNA1C	CCH1
ARHGAP44	RGA1
ARHGAP44	RGA2
USP12	UBP13
USP12	UBP9
TBC1D3E	MSB3
TBC1D3E	MSB4
UBE2J2	UBC6
PRKAR1B	BCY1
RPTOR	KOG1
FECH	HEM15
MAEA	FYV10
ABCD3	PXA1
LAS1L	LAS1
EHMT1	SET2
RAB6A	YPT6
LSS	ERG7
SNU13	SNU13
NOL10	ENP2
MAP1LC3C	ATG8
SCPEP1	KEX1
YTHDF3	PHO92
ATP13A1	SPF1
PEBP1	TFS1
SAMM50	SAM50
DNAJB5	SIS1
ING1	PHO23
MRAS	RAS1
MRAS	RAS2
GGT6	ECM38
NOP14	NOP14
ZC3H3	YTH1
PISD	PSD1
FBLL1	NOP1
TM9SF4	EMP70
TM9SF4	TMN2
POLR3C	RPC82
CACNA1S	CCH1
PGRMC2	DAP1
PDCD6	PEF1
RPS3A	RPS1B
SFXN1	FSF1
ZDHHC2	PFA3
ATG4C	ATG4
KAT2B	GCN5
AP1G2	APL4
SLC9A5	NHX1
PRIM2	PRI2
NDUFAB1	ACP1
KLHDC3	KEL2
KLHDC3	KEL1
SLC27A3	FAT1
ATP2A1	PMR1
UTP4	UTP4
CDK2	CDC28
KIF5C	KIP2
RPS27	RPS27B
NLE1	RSA4
CDK12	CTK1
RP11-2C24.9	SWR1
RAPGEF4	CDC25
LSM1	LSM1
MEMO1	MHO1
MCTS1	TMA20
FBXL19	JHD1
ABHD4	ECM18
ABHD4	ICT1
DDX43	DBP2
SORT1	PEP1
SORT1	VTH1
SORT1	VTH2
RPL32	RPL32
FDX2	YAH1
COX5A	COX6
CDIPT	PIS1
RCC1L	SRM1
GORASP1	GRH1
TRNT1	CCA1
KIF21A	KIP3
SUMO3	SMT3
AC009133.22	BNA6
TSG101	STP22
TRHDE	APE2
TRHDE	AAP1
GABARAPL2	ATG8
NHP2	NHP2
MAPKAPK3	RCK2
MAPKAPK3	RCK1
PIAS4	NFI1
PIAS4	SIZ1
SLC25A22	AGC1
EIF5A	HYP2
GLRX5	GRX5
DCPS	DCS1
DCPS	DCS2
WWOX	ENV9
AK1	URA6
PABPN1	SGN1
ABCB10	MDL2
ABCB10	MDL1
SUV39H1	SET2
CFDP1	SWC5
AGMAT	CAR1
TUBB3	TUB2
CAD	CPA2
ME1	MAE1
AP3B1	APL6
TRIM23	ARF2
XRN2	RAT1
GPT	ALT2
GPT	ALT1
DAD1	OST2
DNAJC11	XDJ1
DNAJC11	SCJ1
DNAJC11	APJ1
PRKAR2B	BCY1
ADHFE1	ADH4
RERGL	RHB1
ORC4	ORC4
UBA7	UBA1
MARCH3	SSM4
AZIN1	SPE1
PAK5	STE20
ABCB4	STE6
SLC27A4	FAT1
DLC1	LRG1
CNTRL	SDS22
GNAT2	GPA2
SPAST	YTA6
SPAST	SAP1
PINX1	PXR1
USO1	USO1
FAXDC2	ERG25
KLHDC4	KEL3
PKN1	PKC1
REXO1	RNH70
PAK4	STE20
PPIC	CPR2
PPIC	CPR5
ADAT2	TAD2
AL356585.1	RPN8
SGPP2	LCB3
SGPP2	YSR3
ATAD2	YTA7
PPID	CPR6
PSMD11	RPN6
AP1S3	APS1
SLC7A5	MUP1
SLC7A5	MUP3
GRAMD3	YSP2
AKT2	YPK1
AKT2	YPK2
AKT2	SCH9
GPX2	HYR1
GPX2	GPX1
